,age,duree_paiement,taux,duree_rente,type_prime,produit
379,30,14,0.018894095664841192,3,MENSUEL,NSIA-ETUDES
380,31,14,0.019024267924788098,3,MENSUEL,NSIA-ETUDES
381,32,14,0.019177745155495477,3,MENSUEL,NSIA-ETUDES
382,33,14,0.019353987605022344,3,MENSUEL,NSIA-ETUDES
383,34,14,0.019552264255324917,3,MENSUEL,NSIA-ETUDES
384,35,14,0.01976985671822163,3,MENSUEL,NSIA-ETUDES
385,36,14,0.020009610473424,3,MENSUEL,NSIA-ETUDES
386,37,14,0.02027031936141929,3,MENSUEL,NSIA-ETUDES
387,38,14,0.020553331603655245,3,MENSUEL,NSIA-ETUDES
388,39,14,0.020857605296091986,3,MENSUEL,NSIA-ETUDES
389,40,14,0.021180827581831683,3,MENSUEL,NSIA-ETUDES
390,41,14,0.02152026643759569,3,MENSUEL,NSIA-ETUDES
391,42,14,0.021869906367559564,3,MENSUEL,NSIA-ETUDES
392,43,14,0.02223027892181892,3,MENSUEL,NSIA-ETUDES
393,44,14,0.022599359119408552,3,MENSUEL,NSIA-ETUDES
394,45,14,0.02297797339055782,3,MENSUEL,NSIA-ETUDES
395,46,14,0.023367623902938714,3,MENSUEL,NSIA-ETUDES
396,47,14,0.023774655028660857,3,MENSUEL,NSIA-ETUDES
397,48,14,0.024208260219181345,3,MENSUEL,NSIA-ETUDES
398,49,14,0.024678678994170367,3,MENSUEL,NSIA-ETUDES
399,50,14,0.02519565727532754,3,MENSUEL,NSIA-ETUDES
400,51,14,0.02577019690699533,3,MENSUEL,NSIA-ETUDES
401,52,14,0.026410104455140727,3,MENSUEL,NSIA-ETUDES
402,53,14,0.027125158462277414,3,MENSUEL,NSIA-ETUDES
403,54,14,0.02792636065514566,3,MENSUEL,NSIA-ETUDES
404,55,14,0.028822845582896554,3,MENSUEL,NSIA-ETUDES
405,56,14,0.029828174600461187,3,MENSUEL,NSIA-ETUDES
406,57,14,0.030957640508730497,3,MENSUEL,NSIA-ETUDES
407,58,14,0.03219862304724117,3,MENSUEL,NSIA-ETUDES
408,59,14,0.03355228625273203,3,MENSUEL,NSIA-ETUDES
409,60,14,0.03500127201150148,3,MENSUEL,NSIA-ETUDES
410,20,15,0.01694995666727916,3,MENSUEL,NSIA-ETUDES
411,21,15,0.016992462000135874,3,MENSUEL,NSIA-ETUDES
412,22,15,0.017035521503857565,3,MENSUEL,NSIA-ETUDES
413,23,15,0.01708345357708692,3,MENSUEL,NSIA-ETUDES
414,24,15,0.0171384423231178,3,MENSUEL,NSIA-ETUDES
415,25,15,0.017201172940858465,3,MENSUEL,NSIA-ETUDES
416,26,15,0.017273325452587935,3,MENSUEL,NSIA-ETUDES
417,27,15,0.017355100010587703,3,MENSUEL,NSIA-ETUDES
418,28,15,0.017448551375553362,3,MENSUEL,NSIA-ETUDES
419,29,15,0.017556544710206727,3,MENSUEL,NSIA-ETUDES
420,30,15,0.017681164307590067,3,MENSUEL,NSIA-ETUDES
421,31,15,0.0178262316269385,3,MENSUEL,NSIA-ETUDES
422,32,15,0.017995844813328023,3,MENSUEL,NSIA-ETUDES
423,33,15,0.01818923367423527,3,MENSUEL,NSIA-ETUDES
424,34,15,0.01840542376435826,3,MENSUEL,NSIA-ETUDES
425,35,15,0.01864153647305648,3,MENSUEL,NSIA-ETUDES
426,36,15,0.018900270391936255,3,MENSUEL,NSIA-ETUDES
427,37,15,0.019180409310799444,3,MENSUEL,NSIA-ETUDES
428,38,15,0.019483387214427973,3,MENSUEL,NSIA-ETUDES
429,39,15,0.019808212291374788,3,MENSUEL,NSIA-ETUDES
430,40,15,0.02015265765193469,3,MENSUEL,NSIA-ETUDES
431,41,15,0.020514090762412618,3,MENSUEL,NSIA-ETUDES
432,42,15,0.02088655895625703,3,MENSUEL,NSIA-ETUDES
433,43,15,0.021271183958550332,3,MENSUEL,NSIA-ETUDES
434,44,15,0.02166702953669384,3,MENSUEL,NSIA-ETUDES
435,45,15,0.022075882746086663,3,MENSUEL,NSIA-ETUDES
436,46,15,0.02250004835400171,3,MENSUEL,NSIA-ETUDES
437,47,15,0.022946316093172228,3,MENSUEL,NSIA-ETUDES
438,48,15,0.023424552979281373,3,MENSUEL,NSIA-ETUDES
439,49,15,0.023944824800188867,3,MENSUEL,NSIA-ETUDES
440,50,15,0.024517247974016523,3,MENSUEL,NSIA-ETUDES
441,51,15,0.025153433790343183,3,MENSUEL,NSIA-ETUDES
442,52,15,0.02586107001194025,3,MENSUEL,NSIA-ETUDES
443,53,15,0.026649371537176624,3,MENSUEL,NSIA-ETUDES
444,54,15,0.027528520641909943,3,MENSUEL,NSIA-ETUDES
445,55,15,0.02850798882101498,3,MENSUEL,NSIA-ETUDES
446,56,15,0.0296017191057826,3,MENSUEL,NSIA-ETUDES
447,57,15,0.030825476726724636,3,MENSUEL,NSIA-ETUDES
448,58,15,0.03216708539422793,3,MENSUEL,NSIA-ETUDES
449,59,15,0.03362810006121556,3,MENSUEL,NSIA-ETUDES
450,60,15,0.03519171970752664,3,MENSUEL,NSIA-ETUDES
451,20,16,0.015836405315648786,3,MENSUEL,NSIA-ETUDES
452,21,16,0.015883145891910797,3,MENSUEL,NSIA-ETUDES
453,22,16,0.01593115779016512,3,MENSUEL,NSIA-ETUDES
454,23,16,0.015984789312843955,3,MENSUEL,NSIA-ETUDES
455,24,16,0.01604634231633339,3,MENSUEL,NSIA-ETUDES
456,25,16,0.016116652808658632,3,MENSUEL,NSIA-ETUDES
457,26,16,0.016197595370312467,3,MENSUEL,NSIA-ETUDES
458,27,16,0.016289505298100762,3,MENSUEL,NSIA-ETUDES
459,28,16,0.01639443073616633,3,MENSUEL,NSIA-ETUDES
460,29,16,0.016515261087218614,3,MENSUEL,NSIA-ETUDES
461,30,16,0.016654060736526678,3,MENSUEL,NSIA-ETUDES
462,31,16,0.016814551942775174,3,MENSUEL,NSIA-ETUDES
463,32,16,0.01700059906837431,3,MENSUEL,NSIA-ETUDES
464,33,16,0.01721120752794043,3,MENSUEL,NSIA-ETUDES
465,34,16,0.017445238497035033,3,MENSUEL,NSIA-ETUDES
466,35,16,0.01769971592330417,3,MENSUEL,NSIA-ETUDES
467,36,16,0.017977309019254192,3,MENSUEL,NSIA-ETUDES
468,37,16,0.018276895397505818,3,MENSUEL,NSIA-ETUDES
469,38,16,0.018599940821774703,3,MENSUEL,NSIA-ETUDES
470,39,16,0.018945517936951085,3,MENSUEL,NSIA-ETUDES
471,40,16,0.019311477312076362,3,MENSUEL,NSIA-ETUDES
472,41,16,0.019695207898469035,3,MENSUEL,NSIA-ETUDES
473,42,16,0.020091321944294006,3,MENSUEL,NSIA-ETUDES
474,43,16,0.0205019107459546,3,MENSUEL,NSIA-ETUDES
475,44,16,0.020926922852173,3,MENSUEL,NSIA-ETUDES
476,45,16,0.021368876236261446,3,MENSUEL,NSIA-ETUDES
477,46,16,0.02183052137978924,3,MENSUEL,NSIA-ETUDES
478,47,16,0.022319298429785816,3,MENSUEL,NSIA-ETUDES
479,48,16,0.02284495688703919,3,MENSUEL,NSIA-ETUDES
480,49,16,0.02341793875526046,3,MENSUEL,NSIA-ETUDES
481,50,16,0.024048950499389425,3,MENSUEL,NSIA-ETUDES
482,51,16,0.024749517919267165,3,MENSUEL,NSIA-ETUDES
483,52,16,0.025526847508740628,3,MENSUEL,NSIA-ETUDES
484,53,16,0.02638945285621007,3,MENSUEL,NSIA-ETUDES
485,54,16,0.027347848828567178,3,MENSUEL,NSIA-ETUDES
486,55,16,0.02841189303224081,3,MENSUEL,NSIA-ETUDES
487,56,16,0.029595999031287307,3,MENSUEL,NSIA-ETUDES
488,57,16,0.03091632378068662,3,MENSUEL,NSIA-ETUDES
489,58,16,0.03236102695726885,3,MENSUEL,NSIA-ETUDES
490,59,16,0.03393215940222432,3,MENSUEL,NSIA-ETUDES
491,60,16,0.03561365117960083,3,MENSUEL,NSIA-ETUDES
492,20,17,0.014871149508145136,3,MENSUEL,NSIA-ETUDES
493,21,17,0.014922579819203481,3,MENSUEL,NSIA-ETUDES
494,22,17,0.014976000848632171,3,MENSUEL,NSIA-ETUDES
495,23,17,0.015035867558073747,3,MENSUEL,NSIA-ETUDES
496,24,17,0.015104615357661012,3,MENSUEL,NSIA-ETUDES
497,25,17,0.015183268771405132,3,MENSUEL,NSIA-ETUDES
498,26,17,0.015273818643504302,3,MENSUEL,NSIA-ETUDES
499,27,17,0.015376609642831787,3,MENSUEL,NSIA-ETUDES
500,28,17,0.015493725856405731,3,MENSUEL,NSIA-ETUDES
501,29,17,0.015628042730525916,3,MENSUEL,NSIA-ETUDES
502,30,17,0.015781554352635556,3,MENSUEL,NSIA-ETUDES
503,31,17,0.015957784956642726,3,MENSUEL,NSIA-ETUDES
504,32,17,0.016160372581303734,3,MENSUEL,NSIA-ETUDES
505,33,17,0.016388169005321453,3,MENSUEL,NSIA-ETUDES
506,34,17,0.016639929678988533,3,MENSUEL,NSIA-ETUDES
507,35,17,0.016912682368310582,3,MENSUEL,NSIA-ETUDES
508,36,17,0.017209164190470597,3,MENSUEL,NSIA-ETUDES
509,37,17,0.017528295458259884,3,MENSUEL,NSIA-ETUDES
510,38,17,0.017871589890171125,3,MENSUEL,NSIA-ETUDES
511,39,17,0.018238178977917158,3,MENSUEL,NSIA-ETUDES
512,40,17,0.018625922646447773,3,MENSUEL,NSIA-ETUDES
513,41,17,0.019032699709418552,3,MENSUEL,NSIA-ETUDES
514,42,17,0.019454027570878878,3,MENSUEL,NSIA-ETUDES
515,43,17,0.019892797192836487,3,MENSUEL,NSIA-ETUDES
516,44,17,0.020349631854866674,3,MENSUEL,NSIA-ETUDES
517,45,17,0.02082746818795519,3,MENSUEL,NSIA-ETUDES
518,46,17,0.021329678608611274,3,MENSUEL,NSIA-ETUDES
519,47,17,0.021863633077112636,3,MENSUEL,NSIA-ETUDES
520,48,17,0.022439460359396503,3,MENSUEL,NSIA-ETUDES
521,49,17,0.023068167777647513,3,MENSUEL,NSIA-ETUDES
522,50,17,0.023760419397414585,3,MENSUEL,NSIA-ETUDES
523,51,17,0.02452731681566119,3,MENSUEL,NSIA-ETUDES
524,52,17,0.025375456755941942,3,MENSUEL,NSIA-ETUDES
525,53,17,0.026313680999804794,3,MENSUEL,NSIA-ETUDES
526,54,17,0.027352879080599125,3,MENSUEL,NSIA-ETUDES
527,55,17,0.028503364974460287,3,MENSUEL,NSIA-ETUDES
528,56,17,0.029779940589319986,3,MENSUEL,NSIA-ETUDES
529,57,17,0.031199089966931024,3,MENSUEL,NSIA-ETUDES
530,58,17,0.032749392956561804,3,MENSUEL,NSIA-ETUDES
531,59,17,0.034433581878498674,3,MENSUEL,NSIA-ETUDES
532,60,17,0.03623647602873103,3,MENSUEL,NSIA-ETUDES
533,20,18,0.014030056015507098,3,MENSUEL,NSIA-ETUDES
534,21,18,0.014086615321227996,3,MENSUEL,NSIA-ETUDES
535,22,18,0.01414595876119195,3,MENSUEL,NSIA-ETUDES
536,23,18,0.01421266337741021,3,MENSUEL,NSIA-ETUDES
537,24,18,0.014289334787699259,3,MENSUEL,NSIA-ETUDES
538,25,18,0.0143771130385951,3,MENSUEL,NSIA-ETUDES
539,26,18,0.014477992731005414,3,MENSUEL,NSIA-ETUDES
540,27,18,0.014592364345129064,3,MENSUEL,NSIA-ETUDES
541,28,18,0.014722311372553882,3,MENSUEL,NSIA-ETUDES
542,29,18,0.014870647803409864,3,MENSUEL,NSIA-ETUDES
543,30,18,0.015039203287019572,3,MENSUEL,NSIA-ETUDES
544,31,18,0.015231307262936146,3,MENSUEL,NSIA-ETUDES
545,32,18,0.015450438010116967,3,MENSUEL,NSIA-ETUDES
546,33,18,0.01569534665583217,3,MENSUEL,NSIA-ETUDES
547,34,18,0.015964778114740372,3,MENSUEL,NSIA-ETUDES
548,35,18,0.016255847623466796,3,MENSUEL,NSIA-ETUDES
549,36,18,0.01657131686872767,3,MENSUEL,NSIA-ETUDES
550,37,18,0.016910162020697093,3,MENSUEL,NSIA-ETUDES
551,38,18,0.01727394135274153,3,MENSUEL,NSIA-ETUDES
552,39,18,0.017661785445888558,3,MENSUEL,NSIA-ETUDES
553,40,18,0.01807199781390443,3,MENSUEL,NSIA-ETUDES
554,41,18,0.018503262712392967,3,MENSUEL,NSIA-ETUDES
555,42,18,0.01895185276437592,3,MENSUEL,NSIA-ETUDES
556,43,18,0.01942126910061614,3,MENSUEL,NSIA-ETUDES
557,44,18,0.01991253305243963,3,MENSUEL,NSIA-ETUDES
558,45,18,0.020429156990583206,3,MENSUEL,NSIA-ETUDES
559,46,18,0.020974476191038326,3,MENSUEL,NSIA-ETUDES
560,47,18,0.021556240589979906,3,MENSUEL,NSIA-ETUDES
561,48,18,0.02218512167744402,3,MENSUEL,NSIA-ETUDES
562,49,18,0.02287211511036784,3,MENSUEL,NSIA-ETUDES
563,50,18,0.02362752059645726,3,MENSUEL,NSIA-ETUDES
564,51,18,0.024461900795527576,3,MENSUEL,NSIA-ETUDES
565,52,18,0.02538216912285288,3,MENSUEL,NSIA-ETUDES
566,53,18,0.0263975292766544,3,MENSUEL,NSIA-ETUDES
567,54,18,0.027519306463586586,3,MENSUEL,NSIA-ETUDES
568,55,18,0.02875818720122522,3,MENSUEL,NSIA-ETUDES
569,56,18,0.030129295367501023,3,MENSUEL,NSIA-ETUDES
570,57,18,0.03164954667632505,3,MENSUEL,NSIA-ETUDES
571,58,18,0.03330809986740189,3,MENSUEL,NSIA-ETUDES
572,59,18,0.03510853618270027,3,MENSUEL,NSIA-ETUDES
573,60,18,0.03703655446877921,3,MENSUEL,NSIA-ETUDES
574,20,19,0.013294111950810495,3,MENSUEL,NSIA-ETUDES
575,21,19,0.013356292946714315,3,MENSUEL,NSIA-ETUDES
576,22,19,0.013422135491889389,3,MENSUEL,NSIA-ETUDES
577,23,19,0.013496373750606158,3,MENSUEL,NSIA-ETUDES
578,24,19,0.013581716895203261,3,MENSUEL,NSIA-ETUDES
579,25,19,0.013679317285850996,3,MENSUEL,NSIA-ETUDES
580,26,19,0.013791207108026544,3,MENSUEL,NSIA-ETUDES
581,27,19,0.01391778770088907,3,MENSUEL,NSIA-ETUDES
582,28,19,0.014061096049951578,3,MENSUEL,NSIA-ETUDES
583,29,19,0.014223797194032306,3,MENSUEL,NSIA-ETUDES
584,30,19,0.014407555882415535,3,MENSUEL,NSIA-ETUDES
585,31,19,0.014615565022848838,3,MENSUEL,NSIA-ETUDES
586,32,19,0.01485119368509203,3,MENSUEL,NSIA-ETUDES
587,33,19,0.015113180294575717,3,MENSUEL,NSIA-ETUDES
588,34,19,0.015400337760719411,3,MENSUEL,NSIA-ETUDES
589,35,19,0.01570982533597806,3,MENSUEL,NSIA-ETUDES
590,36,19,0.01604444433573056,3,MENSUEL,NSIA-ETUDES
591,37,19,0.01640322152448177,3,MENSUEL,NSIA-ETUDES
592,38,19,0.016787706975075086,3,MENSUEL,NSIA-ETUDES
593,39,19,0.01719743419336784,3,MENSUEL,NSIA-ETUDES
594,40,19,0.01763144063640493,3,MENSUEL,NSIA-ETUDES
595,41,19,0.018089090274746426,3,MENSUEL,NSIA-ETUDES
596,42,19,0.018567232600625434,3,MENSUEL,NSIA-ETUDES
597,43,19,0.01906973546473174,3,MENSUEL,NSIA-ETUDES
598,44,19,0.019598157687916194,3,MENSUEL,NSIA-ETUDES
599,45,19,0.020155986223592534,3,MENSUEL,NSIA-ETUDES
600,46,19,0.02074692931295003,3,MENSUEL,NSIA-ETUDES
601,47,19,0.02137925792237642,3,MENSUEL,NSIA-ETUDES
602,48,19,0.022063657146999854,3,MENSUEL,NSIA-ETUDES
603,49,19,0.022810806384045028,3,MENSUEL,NSIA-ETUDES
604,50,19,0.023630533620553507,3,MENSUEL,NSIA-ETUDES
605,51,19,0.02453370533176672,3,MENSUEL,NSIA-ETUDES
606,52,19,0.0255275790005913,3,MENSUEL,NSIA-ETUDES
607,53,19,0.02662177125826751,3,MENSUEL,NSIA-ETUDES
608,54,19,0.027827963578092155,3,MENSUEL,NSIA-ETUDES
609,55,19,0.02915714662433776,3,MENSUEL,NSIA-ETUDES
610,56,19,0.030624854664329033,3,MENSUEL,NSIA-ETUDES
611,57,19,0.03224860452300489,3,MENSUEL,NSIA-ETUDES
612,58,19,0.034018276917194376,3,MENSUEL,NSIA-ETUDES
613,59,19,0.03593831319069199,3,MENSUEL,NSIA-ETUDES
614,60,19,0.037995287513829815,3,MENSUEL,NSIA-ETUDES
615,20,20,0.012648204506964468,3,MENSUEL,NSIA-ETUDES
616,21,20,0.012716559939671886,3,MENSUEL,NSIA-ETUDES
617,22,20,0.01278956640325019,3,MENSUEL,NSIA-ETUDES
618,23,20,0.012872053715248221,3,MENSUEL,NSIA-ETUDES
619,24,20,0.01296674088351145,3,MENSUEL,NSIA-ETUDES
620,25,20,0.013074822416526013,3,MENSUEL,NSIA-ETUDES
621,26,20,0.01319833676256609,3,MENSUEL,NSIA-ETUDES
622,27,20,0.013337651810576197,3,MENSUEL,NSIA-ETUDES
623,28,20,0.013494675545672803,3,MENSUEL,NSIA-ETUDES
624,29,20,0.01367192255351981,3,MENSUEL,NSIA-ETUDES
625,30,20,0.013870943564231243,3,MENSUEL,NSIA-ETUDES
626,31,20,0.0140948393491948,3,MENSUEL,NSIA-ETUDES
627,32,20,0.014346953400220653,3,MENSUEL,NSIA-ETUDES
628,33,20,0.014626083865451353,3,MENSUEL,NSIA-ETUDES
629,34,20,0.014931073747016068,3,MENSUEL,NSIA-ETUDES
630,35,20,0.015259137095088223,3,MENSUEL,NSIA-ETUDES
631,36,20,0.015613111947532371,3,MENSUEL,NSIA-ETUDES
632,37,20,0.01599202573457628,3,MENSUEL,NSIA-ETUDES
633,38,20,0.016397796864734523,3,MENSUEL,NSIA-ETUDES
634,39,20,0.016830629857995875,3,MENSUEL,NSIA-ETUDES
635,40,20,0.017290187609058323,3,MENSUEL,NSIA-ETUDES
636,41,20,0.017776352264797537,3,MENSUEL,NSIA-ETUDES
637,42,20,0.018286329252467374,3,MENSUEL,NSIA-ETUDES
638,43,20,0.01882448033932816,3,MENSUEL,NSIA-ETUDES
639,44,20,0.01939235016408523,3,MENSUEL,NSIA-ETUDES
640,45,20,0.019993779059016507,3,MENSUEL,NSIA-ETUDES
641,46,20,0.020632970494226716,3,MENSUEL,NSIA-ETUDES
642,47,20,0.02131822854321326,3,MENSUEL,NSIA-ETUDES
643,48,20,0.02205996326824481,3,MENSUEL,NSIA-ETUDES
644,49,20,0.02286843827232788,3,MENSUEL,NSIA-ETUDES
645,50,20,0.023753775743417128,3,MENSUEL,NSIA-ETUDES
646,51,20,0.024727172091345437,3,MENSUEL,NSIA-ETUDES
647,52,20,0.02579627192676224,3,MENSUEL,NSIA-ETUDES
648,53,20,0.026971027534614146,3,MENSUEL,NSIA-ETUDES
649,54,20,0.028263411600035877,3,MENSUEL,NSIA-ETUDES
650,55,20,0.029684792648965314,3,MENSUEL,NSIA-ETUDES
651,56,20,0.031251264312037466,3,MENSUEL,NSIA-ETUDES
652,57,20,0.03298109697031435,3,MENSUEL,NSIA-ETUDES
653,58,20,0.034864893914347224,3,MENSUEL,NSIA-ETUDES
654,59,20,0.03690797091186228,3,MENSUEL,NSIA-ETUDES
655,60,20,0.03909809918469673,3,MENSUEL,NSIA-ETUDES
656,26,5,0.07276368471296088,4,MENSUEL,NSIA-ETUDES
657,27,5,0.07278538523195088,4,MENSUEL,NSIA-ETUDES
658,28,5,0.07280713025952514,4,MENSUEL,NSIA-ETUDES
659,29,5,0.07283044661835665,4,MENSUEL,NSIA-ETUDES
660,30,5,0.07285658407568311,4,MENSUEL,NSIA-ETUDES
661,31,5,0.07288981834781175,4,MENSUEL,NSIA-ETUDES
662,32,5,0.07293504439692458,4,MENSUEL,NSIA-ETUDES
663,33,5,0.07299117661133368,4,MENSUEL,NSIA-ETUDES
664,34,5,0.07305672095035365,4,MENSUEL,NSIA-ETUDES
665,35,5,0.07312785023530616,4,MENSUEL,NSIA-ETUDES
666,36,5,0.07320888183149925,4,MENSUEL,NSIA-ETUDES
667,37,5,0.07330001121421763,4,MENSUEL,NSIA-ETUDES
668,38,5,0.07340575876844614,4,MENSUEL,NSIA-ETUDES
669,39,5,0.07352740911707513,4,MENSUEL,NSIA-ETUDES
670,40,5,0.07366463697960415,4,MENSUEL,NSIA-ETUDES
671,41,5,0.07381620262024713,4,MENSUEL,NSIA-ETUDES
672,42,5,0.07397572342201396,4,MENSUEL,NSIA-ETUDES
673,43,5,0.0741441664648827,4,MENSUEL,NSIA-ETUDES
674,44,5,0.07431722344176604,4,MENSUEL,NSIA-ETUDES
675,45,5,0.07449163903298983,4,MENSUEL,NSIA-ETUDES
676,46,5,0.07466271564966567,4,MENSUEL,NSIA-ETUDES
677,47,5,0.07483041309431646,4,MENSUEL,NSIA-ETUDES
678,48,5,0.07499825365557974,4,MENSUEL,NSIA-ETUDES
679,49,5,0.07517035197170731,4,MENSUEL,NSIA-ETUDES
680,50,5,0.07535032991092151,4,MENSUEL,NSIA-ETUDES
681,51,5,0.07554275975342939,4,MENSUEL,NSIA-ETUDES
682,52,5,0.07574607887664428,4,MENSUEL,NSIA-ETUDES
683,53,5,0.07596186354397538,4,MENSUEL,NSIA-ETUDES
684,54,5,0.0761983248676723,4,MENSUEL,NSIA-ETUDES
685,55,5,0.07646568104015536,4,MENSUEL,NSIA-ETUDES
686,56,5,0.07678349944233961,4,MENSUEL,NSIA-ETUDES
687,57,5,0.07717448963196877,4,MENSUEL,NSIA-ETUDES
688,58,5,0.07762796015232672,4,MENSUEL,NSIA-ETUDES
689,59,5,0.0781466733819236,4,MENSUEL,NSIA-ETUDES
690,60,5,0.07870842289079799,4,MENSUEL,NSIA-ETUDES
691,26,6,0.05984404905252775,4,MENSUEL,NSIA-ETUDES
692,27,6,0.05986884084196344,4,MENSUEL,NSIA-ETUDES
693,28,6,0.059894570815504714,4,MENSUEL,NSIA-ETUDES
694,29,6,0.059923404772573,4,MENSUEL,NSIA-ETUDES
695,30,6,0.05995692162557964,4,MENSUEL,NSIA-ETUDES
696,31,6,0.05999888103302173,4,MENSUEL,NSIA-ETUDES
697,32,6,0.060053912658262085,4,MENSUEL,NSIA-ETUDES
698,33,6,0.06012074277030573,4,MENSUEL,NSIA-ETUDES
699,34,6,0.060198206239373095,4,MENSUEL,NSIA-ETUDES
700,35,6,0.060283141407898755,4,MENSUEL,NSIA-ETUDES
701,36,6,0.06038022093445592,4,MENSUEL,NSIA-ETUDES
702,37,6,0.06049001190242215,4,MENSUEL,NSIA-ETUDES
703,38,6,0.06061631618304781,4,MENSUEL,NSIA-ETUDES
704,39,6,0.060760169975908565,4,MENSUEL,NSIA-ETUDES
705,40,6,0.06092089098337283,4,MENSUEL,NSIA-ETUDES
706,41,6,0.061096854772891646,4,MENSUEL,NSIA-ETUDES
707,42,6,0.061281185226129804,4,MENSUEL,NSIA-ETUDES
708,43,6,0.06147402300393841,4,MENSUEL,NSIA-ETUDES
709,44,6,0.06167087064727575,4,MENSUEL,NSIA-ETUDES
710,45,6,0.06186860821597035,4,MENSUEL,NSIA-ETUDES
711,46,6,0.06206320021669014,4,MENSUEL,NSIA-ETUDES
712,47,6,0.062255588775136886,4,MENSUEL,NSIA-ETUDES
713,48,6,0.06244967233844749,4,MENSUEL,NSIA-ETUDES
714,49,6,0.06264973280148994,4,MENSUEL,NSIA-ETUDES
715,50,6,0.06285950984975773,4,MENSUEL,NSIA-ETUDES
716,51,6,0.06308312537679799,4,MENSUEL,NSIA-ETUDES
717,52,6,0.0633205967212366,4,MENSUEL,NSIA-ETUDES
718,53,6,0.06357749848788795,4,MENSUEL,NSIA-ETUDES
719,54,6,0.06386406647933318,4,MENSUEL,NSIA-ETUDES
720,55,6,0.06419222699424437,4,MENSUEL,NSIA-ETUDES
721,56,6,0.06457981314785018,4,MENSUEL,NSIA-ETUDES
722,57,6,0.06504939475692009,4,MENSUEL,NSIA-ETUDES
723,58,6,0.06558792525159475,4,MENSUEL,NSIA-ETUDES
724,59,6,0.06619754209371209,4,MENSUEL,NSIA-ETUDES
725,60,6,0.06685933822704442,4,MENSUEL,NSIA-ETUDES
726,26,7,0.0506593434351043,4,MENSUEL,NSIA-ETUDES
727,27,7,0.05068782662658734,4,MENSUEL,NSIA-ETUDES
728,28,7,0.050718541234674806,4,MENSUEL,NSIA-ETUDES
729,29,7,0.05075390294431865,4,MENSUEL,NSIA-ETUDES
730,30,7,0.05079528485690176,4,MENSUEL,NSIA-ETUDES
731,31,7,0.050846390377239814,4,MENSUEL,NSIA-ETUDES
732,32,7,0.050911512646502864,4,MENSUEL,NSIA-ETUDES
733,33,7,0.05098959688517167,4,MENSUEL,NSIA-ETUDES
734,34,7,0.051079829149121285,4,MENSUEL,NSIA-ETUDES
735,35,7,0.05117966878906416,4,MENSUEL,NSIA-ETUDES
736,36,7,0.051293939198152436,4,MENSUEL,NSIA-ETUDES
737,37,7,0.05142288000276637,4,MENSUEL,NSIA-ETUDES
738,38,7,0.051570052944237145,4,MENSUEL,NSIA-ETUDES
739,39,7,0.05173616600116512,4,MENSUEL,NSIA-ETUDES
740,40,7,0.05192017413186944,4,MENSUEL,NSIA-ETUDES
741,41,7,0.0521197564608612,4,MENSUEL,NSIA-ETUDES
742,42,7,0.0523276311891554,4,MENSUEL,NSIA-ETUDES
743,43,7,0.05254355597069411,4,MENSUEL,NSIA-ETUDES
744,44,7,0.05276309087733919,4,MENSUEL,NSIA-ETUDES
745,45,7,0.05298348742417352,4,MENSUEL,NSIA-ETUDES
746,46,7,0.053201594218557344,4,MENSUEL,NSIA-ETUDES
747,47,7,0.05341881310442274,4,MENSUEL,NSIA-ETUDES
748,48,7,0.053639295808616386,4,MENSUEL,NSIA-ETUDES
749,49,7,0.05386748852886293,4,MENSUEL,NSIA-ETUDES
750,50,7,0.05410691926058509,4,MENSUEL,NSIA-ETUDES
751,51,7,0.05436284716228922,4,MENSUEL,NSIA-ETUDES
752,52,7,0.05463850519703629,4,MENSUEL,NSIA-ETUDES
753,53,7,0.05494140843658459,4,MENSUEL,NSIA-ETUDES
754,54,7,0.05528333962730987,4,MENSUEL,NSIA-ETUDES
